age,income,budget,phn_no,mail,rented_house,insurance,occupation
53,48337,2624,185-242-9030,alex.miller109@example.com,no,yes,customer_service
62,39012,2274,106-394-4762,kelly.brown587@example.com,yes,yes,technician
37,65672,2551,838-618-2675,kelly.smith929@example.com,yes,yes,customer_service
18,90944,1472,625-133-3799,jamie.robinson590@example.com,no,yes,sales
25,109059,1109,428-931-7923,sam.smith610@example.com,no,yes,engineer
63,71279,1103,737-133-7938,dakota.thomas150@example.com,no,yes,customer_service
33,68080,1061,505-117-8597,drew.wilson428@example.com,no,yes,manager
31,53044,2541,527-392-7022,devon.taylor644@example.com,yes,yes,consultant
29,56716,4113,679-848-8247,alex.wilson364@example.com,no,yes,engineer
40,78842,1205,185-671-7191,maya.lewis154@example.com,yes,no,consultant
32,58073,1875,790-967-9798,blake.thomas641@example.com,yes,yes,manager
45,61430,2393,407-351-2333,devon.garcia10@example.com,no,no,consultant
51,64442,1935,525-585-4733,alex.moore612@example.com,no,yes,marketing
19,52002,2516,138-378-9567,morgan.wilson2@example.com,yes,yes,technician
49,63350,1653,738-140-2693,dakota.garcia541@example.com,no,no,technician
40,20573,1554,817-146-9263,drew.white921@example.com,no,no,customer_service
39,77074,2027,668-850-1573,riley.anderson471@example.com,no,yes,technician
42,116739,2510,441-668-6059,riley.martinez381@example.com,yes,yes,developer
39,52855,3418,342-427-7113,alex.williams990@example.com,no,no,designer
39,73224,2558,735-252-6374,devon.taylor828@example.com,no,yes,customer_service
59,83735,1960,828-523-4663,chris.jackson89@example.com,no,yes,developer
23,93165,2989,595-275-7694,blake.brown781@example.com,no,no,developer
32,59185,3150,242-116-8142,casey.moore680@example.com,yes,yes,teacher
60,25327,1912,245-826-7308,drew.wilson674@example.com,no,yes,sales
54,70879,2061,210-746-4145,kelly.johnson803@example.com,yes,yes,manager
50,67830,1794,767-826-9545,jordan.lewis510@example.com,no,yes,teacher
25,57395,2980,373-378-5082,sam.brown591@example.com,no,no,marketing
61,62063,2270,759-130-9701,alex.miller551@example.com,no,yes,engineer
61,68161,865,613-277-3376,kelly.johnson554@example.com,no,yes,technician
22,72959,2586,670-900-7831,jordan.harris980@example.com,yes,yes,marketing
56,72036,3615,271-495-4666,chris.miller235@example.com,no,no,sales
21,60211,3690,834-134-2974,jordan.moore214@example.com,yes,yes,operations
23,73454,1745,,jamie.miller793@example.com,yes,no,analyst
62,58729,1538,138-318-3753,jordan.moore654@example.com,yes,no,marketing
49,79125,4003,774-727-1419,morgan.miller339@example.com,yes,no,operations
47,51196,3688,752-923-1867,jamie.davis622@example.com,yes,no,sales
64,66607,2644,212-978-9365,aidan.jackson598@example.com,yes,no,accountant
52,29278,573,173-936-5732,dakota.white215@example.com,yes,yes,marketing
57,56862,1624,635-131-5592,riley.lewis769@example.com,yes,no,analyst
33,77485,1161,212-294-3488,jordan.jones509@example.com,no,yes,driver
30,42258,3922,588-596-3771,dakota.lewis423@example.com,no,no,manager
59,57958,751,719-123-3337,chris.davis798@example.com,no,no,accountant
47,18000,3913,995-407-9022,kelly.moore645@example.com,no,yes,accountant
36,34902,2100,730-792-8094,kelly.wilson734@example.com,no,yes,teacher
34,40658,1062,137-485-1744,,yes,yes,marketing
36,67239,3137,680-181-9185,jamie.jackson446@example.com,no,yes,marketing
45,72335,2798,920-149-7812,jordan.garcia253@example.com,yes,yes,accountant
43,63767,997,173-794-6225,taylor.johnson717@example.com,no,no,accountant
54,56583,2176,800-917-8951,jordan.white159@example.com,no,no,operations
43,56660,3507,698-961-8635,casey.miller135@example.com,no,yes,marketing
40,80753,1811,755-383-9345,jamie.patel127@example.com,yes,no,consultant
26,69682,3796,953-217-3314,jordan.johnson758@example.com,no,yes,operations
29,57653,1492,484-936-8408,casey.johnson285@example.com,yes,yes,customer_service
18,93453,659,270-716-4049,jordan.harris51@example.com,no,yes,customer_service
18,107899,2243,647-677-6304,jordan.taylor985@example.com,no,no,teacher
64,37594,812,801-766-3457,riley.williams717@example.com,no,yes,analyst
51,76495,2319,838-752-5241,devon.brown240@example.com,yes,yes,technician
49,132978,2205,137-589-6245,logan.taylor885@example.com,no,no,healthcare
65,71165,1479,703-895-5440,chris.smith79@example.com,yes,yes,analyst
42,67540,3985,360-542-2998,jordan.brown179@example.com,yes,yes,consultant
57,63774,2196,978-207-2992,jamie.patel862@example.com,no,yes,technician
62,75784,3021,656-979-9705,blake.thomas967@example.com,yes,yes,teacher
18,81608,3082,812-189-1214,drew.garcia837@example.com,yes,no,healthcare
33,37615,3873,726-418-9795,drew.moore14@example.com,no,yes,manager
56,64417,1051,937-797-5867,logan.martinez94@example.com,yes,yes,technician
22,18000,530,769-156-1474,morgan.white23@example.com,yes,yes,developer
39,60395,3838,207-962-5272,alex.moore80@example.com,yes,yes,manager
46,45141,2752,586-513-9883,jordan.wilson344@example.com,yes,no,analyst
20,72462,2320,136-674-1267,alex.davis555@example.com,no,yes,operations
29,28560,2073,884-901-7531,logan.jones568@example.com,no,yes,developer
43,53729,1905,453-913-3316,blake.brown405@example.com,no,yes,customer_service
33,86264,3018,541-404-2201,sam.martinez107@example.com,no,yes,teacher
54,50121,828,166-376-6327,maya.thomas926@example.com,no,no,manager
39,23091,2653,406-649-1630,taylor.anderson460@example.com,no,yes,healthcare
46,70666,3180,637-617-8441,alex.johnson757@example.com,no,yes,operations
31,52096,2906,332-213-7968,riley.brown365@example.com,no,yes,marketing
45,60911,2132,789-124-4351,jordan.davis424@example.com,yes,yes,consultant
22,48943,2197,442-912-7215,logan.martinez94@example.com,no,yes,healthcare
64,108437,3421,300-425-9224,chris.johnson102@example.com,yes,yes,manager
47,30722,2753,196-656-5358,riley.brown534@example.com,yes,yes,technician
63,127337,3867,973-169-8980,morgan.moore386@example.com,yes,no,engineer
22,56406,544,392-829-1171,logan.smith919@example.com,no,no,marketing
29,69036,3061,857-494-9933,maya.white618@example.com,no,yes,analyst
33,52354,1429,411-469-9582,kelly.wilson215@example.com,yes,no,manager
43,51434,2131,214-674-9535,kelly.jones470@example.com,no,no,customer_service
43,47734,3507,509-645-8931,lee.wilson190@example.com,no,no,consultant
65,78228,1248,555-522-9635,logan.johnson542@example.com,yes,yes,marketing
38,33962,4210,296-967-4481,riley.harris155@example.com,no,yes,healthcare
56,73010,3250,863-673-2417,drew.white994@example.com,no,no,technician
53,18000,2750,836-608-8011,riley.wilson459@example.com,no,no,teacher
50,71018,1315,665-770-6413,maya.garcia733@example.com,no,no,analyst
47,83681,2029,981-124-3284,logan.patel37@example.com,yes,yes,sales
54,36961,1860,560-420-9291,casey.brown326@example.com,no,yes,developer
40,79932,1029,839-789-1407,casey.thomas528@example.com,yes,yes,analyst
27,66130,3239,254-533-6553,jamie.martinez124@example.com,no,yes,engineer
22,100165,1816,242-628-8452,devon.white20@example.com,yes,yes,sales
53,46185,2033,104-622-9911,morgan.jackson842@example.com,no,yes,developer
51,126952,2081,535-517-1544,alex.jones942@example.com,yes,yes,customer_service
48,18000,1997,916-476-7302,riley.anderson870@example.com,no,yes,designer
27,57751,2704,885-726-9964,jordan.williams229@example.com,no,yes,consultant
36,27631,1608,769-144-5223,dakota.taylor379@example.com,no,yes,manager
49,105723,3167,353-649-5972,blake.martinez330@example.com,no,yes,accountant
18,59243,1634,821-451-3653,sam.harris748@example.com,yes,yes,manager
22,61223,2173,640-263-9322,devon.thomas409@example.com,no,yes,operations
62,74751,959,697-795-6543,kelly.smith315@example.com,no,no,manager
21,64894,3218,848-283-3718,morgan.brown726@example.com,yes,yes,consultant
33,51937,3460,622-653-6354,logan.wilson672@example.com,yes,no,technician
41,37354,2880,230-796-1813,jordan.white657@example.com,no,no,technician
33,68707,2362,865-758-2083,casey.lewis218@example.com,no,no,customer_service
19,73334,2166,391-259-6566,jordan.moore464@example.com,no,no,developer
45,80298,716,637-676-6505,jordan.martinez394@example.com,no,no,consultant
49,107080,913,169-481-3732,chris.smith145@example.com,yes,yes,engineer
44,18000,2913,324-607-8777,drew.wilson898@example.com,no,yes,developer
37,63510,2028,347-111-4607,taylor.taylor578@example.com,no,no,developer
41,91218,909,836-609-7094,logan.jackson29@example.com,yes,no,operations
29,62261,865,270-131-6745,casey.patel238@example.com,no,no,consultant
52,18000,2803,820-914-7572,drew.davis891@example.com,yes,yes,technician
50,36597,3030,134-304-6503,jamie.miller644@example.com,no,yes,technician
50,72229,743,365-676-8610,maya.davis286@example.com,no,yes,consultant
60,71428,2344,709-796-8637,logan.brown189@example.com,yes,yes,operations
54,79795,2568,365-843-2201,chris.thomas954@example.com,no,yes,sales
29,47818,1646,348-935-6276,riley.patel204@example.com,yes,no,manager
20,70717,3378,329-727-3875,jamie.jackson162@example.com,yes,yes,developer
18,44191,1872,420-226-1027,logan.martinez334@example.com,no,no,consultant
50,70719,569,950-609-1640,maya.garcia152@example.com,yes,yes,healthcare
57,66171,2015,640-278-4747,lee.thomas856@example.com,yes,yes,teacher
27,46941,3500,771-931-6005,blake.brown251@example.com,yes,yes,engineer
60,99280,1872,387-593-4336,lee.miller594@example.com,no,yes,accountant
61,27476,1205,566-494-8599,devon.anderson537@example.com,no,yes,engineer
46,61884,2797,534-487-5904,taylor.garcia345@example.com,yes,yes,marketing
30,46456,2445,636-244-8342,maya.smith105@example.com,no,no,marketing
29,105352,2197,619-413-6248,maya.johnson281@example.com,yes,yes,analyst
48,78165,2653,613-109-1346,dakota.jackson732@example.com,yes,yes,teacher
63,50715,1543,,kelly.brown158@example.com,no,yes,marketing
19,58846,1630,497-707-2999,casey.white951@example.com,no,yes,technician
52,105948,2891,991-192-8269,jordan.patel601@example.com,no,no,engineer
40,44182,1282,197-381-9132,drew.williams920@example.com,no,no,teacher
34,26182,3734,906-959-2691,aidan.brown232@example.com,yes,yes,customer_service
43,71402,3368,756-520-4435,jordan.garcia895@example.com,yes,no,developer
25,71900,1113,310-766-2777,logan.thomas423@example.com,no,no,operations
46,79653,3602,607-175-9057,aidan.jones205@example.com,no,yes,marketing
43,79798,2345,551-786-6066,lee.patel770@example.com,yes,no,operations
27,103956,3516,117-390-3833,lee.davis674@example.com,no,yes,marketing
43,27201,2327,849-297-2185,aidan.patel528@example.com,no,no,operations
51,38538,2032,516-483-2521,jordan.taylor176@example.com,no,yes,developer
58,79568,1933,142-181-4610,dakota.garcia152@example.com,no,yes,manager
24,40676,300,403-680-8573,alex.robinson946@example.com,no,yes,developer
21,32955,3081,526-560-1883,chris.patel130@example.com,no,yes,engineer
62,106049,1528,579-827-1123,kelly.garcia477@example.com,yes,yes,driver
28,29361,3112,627-737-1525,morgan.davis39@example.com,yes,yes,developer
46,57272,3790,138-298-7411,devon.wilson359@example.com,yes,no,manager
53,63694,1651,452-410-5135,jordan.williams209@example.com,no,yes,marketing
42,93801,1595,958-880-9772,lee.white443@example.com,yes,yes,analyst
38,23886,3157,251-286-5525,sam.miller663@example.com,no,yes,developer
53,74140,1756,963-556-1203,blake.patel524@example.com,no,no,consultant
27,45412,3451,878-217-6923,casey.jones77@example.com,no,yes,accountant
54,78807,1543,493-321-5992,lee.jackson581@example.com,no,no,engineer
26,45050,3566,162-495-8501,drew.miller143@example.com,yes,yes,healthcare
41,99591,1910,391-607-3192,kelly.anderson501@example.com,yes,yes,teacher
52,45179,2514,761-258-3828,jordan.garcia60@example.com,no,yes,technician
52,18000,3133,930-110-1068,maya.robinson320@example.com,yes,yes,analyst
65,47645,2686,803-713-6663,sam.patel898@example.com,no,yes,accountant
53,59251,3217,301-365-7251,aidan.johnson966@example.com,yes,no,operations
35,88812,817,153-437-7333,jamie.garcia832@example.com,yes,yes,operations
56,37315,1813,338-442-9017,blake.lewis164@example.com,yes,yes,engineer
49,37750,2260,390-422-7464,blake.patel215@example.com,yes,yes,accountant
41,86133,1473,884-141-1954,maya.smith269@example.com,yes,yes,driver
40,34745,3122,297-988-2930,devon.harris770@example.com,no,yes,designer
49,61062,1713,945-383-9998,alex.smith888@example.com,no,yes,technician
54,61510,1475,281-711-6130,maya.patel773@example.com,no,no,analyst
29,69787,3093,982-844-7585,,no,yes,technician
30,48503,1207,728-523-4571,jordan.lewis976@example.com,no,yes,manager
40,44606,1253,487-675-4759,jordan.wilson448@example.com,no,no,analyst
42,72368,2683,553-694-6121,dakota.jackson39@example.com,yes,no,consultant
52,45288,3477,910-828-4786,chris.garcia675@example.com,no,yes,sales
58,35081,2354,139-414-5652,riley.thomas953@example.com,yes,no,sales
47,92012,665,397-730-4068,riley.garcia553@example.com,no,yes,engineer
34,75738,2851,742-549-9586,taylor.jackson173@example.com,yes,no,designer
37,103885,1637,891-661-7676,jordan.davis162@example.com,no,yes,operations
65,82247,3265,487-843-7524,riley.wilson915@example.com,no,no,driver
42,37101,1839,654-530-1193,kelly.jones235@example.com,yes,no,marketing
39,67120,3287,826-278-4897,chris.lewis382@example.com,yes,yes,teacher
30,42656,1803,637-317-4582,kelly.johnson730@example.com,no,yes,marketing
36,28665,1546,158-445-9129,aidan.davis810@example.com,yes,yes,manager
53,55162,378,518-323-8517,maya.robinson875@example.com,yes,yes,sales
29,86594,1573,867-721-4903,alex.taylor17@example.com,no,no,technician
58,71048,2368,951-861-8962,drew.johnson113@example.com,no,no,technician
36,34400,2295,698-861-1523,lee.jones35@example.com,no,no,developer
29,54388,2781,324-457-7956,drew.smith204@example.com,no,yes,accountant
26,61857,3382,483-643-6685,alex.davis163@example.com,yes,yes,analyst
24,27840,2227,603-549-9560,taylor.johnson357@example.com,no,no,accountant
45,80690,2264,726-570-5383,logan.brown262@example.com,yes,yes,driver
31,59968,3257,498-203-6430,sam.martinez436@example.com,yes,yes,driver
48,34407,2419,908-226-3087,maya.martinez74@example.com,no,yes,healthcare
36,33162,1323,171-846-8025,devon.lewis811@example.com,yes,yes,accountant
64,89215,1704,346-905-4318,jamie.robinson407@example.com,yes,no,healthcare
33,56622,300,411-133-3057,riley.taylor723@example.com,yes,yes,teacher
22,91188,1310,267-883-6335,jordan.moore116@example.com,no,yes,engineer
52,99587,594,507-851-6721,logan.jones171@example.com,no,no,consultant
29,87494,2533,117-439-3728,kelly.brown437@example.com,yes,yes,healthcare
42,53265,3351,667-775-6783,morgan.williams584@example.com,no,yes,accountant
38,18000,1306,189-384-9175,casey.taylor585@example.com,yes,yes,healthcare
53,71886,1342,633-366-7901,sam.jackson451@example.com,no,yes,engineer
40,111015,3096,750-151-3297,drew.moore865@example.com,no,yes,healthcare
33,64221,1772,430-514-8290,kelly.robinson194@example.com,no,yes,engineer
56,21224,2444,301-105-5944,blake.williams418@example.com,yes,yes,operations
62,50153,2906,585-298-4807,jamie.anderson931@example.com,yes,no,operations
59,60958,1527,112-105-5034,lee.thomas466@example.com,no,yes,sales
56,40844,1546,510-220-4433,jordan.anderson667@example.com,no,yes,sales
31,18000,1719,637-103-4876,casey.thomas497@example.com,yes,yes,sales
48,62847,724,888-383-2823,kelly.lewis748@example.com,no,no,accountant
22,47733,2662,458-792-2788,kelly.anderson667@example.com,no,no,technician
52,103999,2771,381-756-4420,taylor.patel998@example.com,yes,yes,teacher
40,67223,2276,129-988-6873,maya.smith448@example.com,yes,yes,engineer
46,75331,3492,616-473-4845,jamie.jones807@example.com,no,no,designer
60,62380,1952,717-223-2417,jordan.davis188@example.com,yes,no,consultant
28,67062,2787,937-749-3772,drew.miller209@example.com,no,no,customer_service
35,28649,2662,911-155-7275,jamie.anderson73@example.com,yes,yes,consultant
64,42116,1441,880-221-3249,kelly.white96@example.com,no,yes,customer_service
29,88950,3297,819-886-2625,riley.wilson919@example.com,yes,yes,marketing
26,69608,2322,801-364-3605,casey.anderson846@example.com,yes,yes,engineer
27,56233,3126,923-941-8207,aidan.moore523@example.com,yes,yes,manager
61,75696,964,678-212-4133,drew.patel4@example.com,yes,yes,healthcare
34,76129,2304,326-273-2157,taylor.jackson51@example.com,yes,no,designer
55,108800,1762,384-886-8275,maya.white294@example.com,no,yes,marketing
24,68587,1391,242-668-6413,lee.davis563@example.com,yes,yes,operations
63,41625,3539,376-591-2586,drew.patel560@example.com,yes,no,healthcare
30,62455,2386,570-375-1233,casey.white976@example.com,no,yes,customer_service
57,78366,797,341-357-8916,devon.anderson804@example.com,no,yes,healthcare
59,86904,1728,131-466-9951,alex.patel281@example.com,no,yes,driver
26,29469,3092,231-874-2794,chris.miller133@example.com,yes,no,developer
44,70582,1390,892-467-1761,sam.patel842@example.com,no,yes,manager
19,45260,1293,364-314-5080,blake.brown581@example.com,no,no,consultant
22,52534,2060,381-931-5625,drew.martinez873@example.com,yes,yes,engineer
